company,count
Grant Mercantile Agency,68
"PINNACLE RECOVERY, INC.",68
OFG BANCORP,68
ALCHRO INC.,68
Abra,68
"RSI Enterprises, Inc.",68
"HILLTOP HOLDINGS, INC",68
"Auto Trakk, LLC",67
FIRST UNITED BANK AND TRUST COMPANY,67
Professional Collectors Corp.,67
FIRST MERCHANTS CORPORATION,67
SOP Pioneer Partners LP,67
MIDWEST RECEIVABLE SOLUTIONS LLC,67
"PayTomorrow, LLC",66
"Universal Account Servicing, LLC",66
"GLOBAL CLIENT SOLUTIONS, LLC",66
BANNER CORPORATION,66
"S&S Physician Services, Inc.",66
AmeriCash Holding LLC,66
"S & S Recovery, Inc.",65
Metro Collection Service Inc.,65
RockLoans Holdings LLC,65
Medical Business Bureau,65
TFS FINANCIAL CORPORATION,65
"Weber & Olcese, PLC",65
"Payactiv, Inc.",65
CITY NATIONAL BANK,64
"Porania, LLC",64
Orion Capital Solutions LLC,64
MEI AUTO FINANCE INC,64
"Atlas Credit Company, Inc.",64
"HEAD MERCANTILE CO., INC.",64
"SMITH, ROUCHON & ASSOCIATES, INC.",64
"Sa-Vit Enterprises, Inc.",64
"M. G. Credit, Inc.",64
HF Holdings,64
"Webcollex, LLC",63
IOWA STUDENT LOAN LIQUIDITY CORPORATION,63
"Mercari, Inc.",63
"Law Offices of Robert J. Colclough, III",63
Retail Merchants Associates,63
"BILL.COM, LLC",63
"DSR HOLDINGS GROUP, LLC",63
WESTERN ALLIANCE BANCORPORATION,63
"McNeil & Meyers Asset Management Group, LLC",63
"Admin Recovery, LLC",63
M1 Holdings Inc.,63
"AMCOL Systems, Inc.",62
DataMax Corporation,62
"TRIAD FINANCIAL SERVICES, INC.",62
"TAG Intermediate Holding Company, LLC",62
"CARS Acquisition, LLC",62
Fuel Capital Group,62
"TIDEWATER FINANCE COMPANY, INC.",62
DFC Global Corp.,62
"Securus J Holdings, LLC",62
"Arbor Professional Solutions, Inc.",62
"NCP Holdings, L.P.",62
"Auto Now Financial Services, Inc., Phoenix, AZ Branch",62
"Fidelity National Financial, Inc",62
Nelson and Kennard,62
Terrill Outsourcing Group,62
"SF VAGO, LLC",61
"Mid-South Adjustment Co., Inc.",61
"Better Mortgage, Inc.",61
"COLLECTECH DIVERSIFIED, INC.",61
"Keynote Consulting, Inc.",61
"ClearOne Advantage, LLC",61
"Kelsting Group, Inc.",60
QC HOLDINGS INC,60
"The Law Offices of Jennifer McCoy, PC",60
"Reliable Credit Association, Inc.",60
CARVANT FINANCIAL LLC,60
Viva Finance Inc.,60
"Milliman, Inc.",60
Pacific Credit Exchange Corporation,59
Credit International Corporation,59
"Ingo Money, Inc.",59
"Aldridge Pite, LLP",59
"Bilt Technologies, Inc.",59
Exto Inc.,59
Mullooly Jeffrey Rooney & Flynn,58
"Glass Mountain Capital, LLC",58
"National Recovery Solutions, LLC",58
"JDJ Investments, INC.",58
Quality Asset Recovery LLC,58
"LTD Financial Services, L.P.",57
Premier Auto Credit,57
Credit Bureau Services Association,57
"Nathan & Nathan, P.C.",57
Cottonwood Financial Ltd.,57
"Law Offices of Hayt, Hayt & Landau, LLC",57
Asset Recovery Bureau LLC,57
"American Accounts & Advisers, Inc.",57
CATHAY BANK,56
Reel Time Capital LLC,56
Forster & Garbus LLP,56
"AAA Auto Title Loans, LLC",56
"COLLECTION ASSOCIATES, LTD.",55
Servatus Corporation,55
North American Credit Services,55
Financial Accounts Service Team Inc.,55
Premium Credit Bureau,55
"Big Picture Loans, LLC",54
"ORG GC GP BUYER, LLC",54
"Nationwide Recovery Systems, Ltd",54
"Nations Direct Mortgage, LLC",54
Giggle Finance Inc.,54
CIBC BANCORP USA INC.,54
BEACON FINANCIAL CORPORATION,54
"Special Financing Company, LLC",53
"Farrell Holdings, LLC",53
"Paramount Capital Group, Inc.",53
"BLINCLOANS, INC.",53
Universal Recovery Corporation,53
"Acrisure Mortgage Partners, LLC",53
Future Judgement Solutions,53
"Debt Collectors International, Inc.",53
MID FLORIDA FINANCING LLC,53
DreamSpring,53
Tally Technologies,53
"North State Acceptance, LLC",53
"National Account Systems of Omaha, LLC",53
D2 Management LLC,52
PRIMARY RESIDENTIAL MORTGAGE,52
Supreme Lending,52
Global Trust Management LLC,52
EASTERN BANKSHARES INC,52
CONGRESS COLLECTION CORP,52
UNITED COMMUNITY BANK,52
TFC Credit Corporation of California,52
Abrahamsen Gindin LLC,52
"1803 Capital, LLC",52
Credit Service Company,52
"A & O Recovery Solutions, LLC",52
"BC SERVICES, INC.",51
EQUITY LOANS LLC,51
"Go Capital Holdings, LLC",51
"Alliance Collection Agencies, Inc.",51
LANIER COLLECTIONS AGENCY AND SERVICES INC,51
"Specialized Collection Systems, Inc.",51
Alabama Housing Finance Authority,51
AUTOMOBILE ACCEPTANCE CORPORATION,51
American Recovery Service Incorporated,51
"Central States Recovery, Inc.",50
Ascendium Education Group,50
"Independence Capital Recovery, LLC",50
"McCalla Raymer Leibert Pierce, LLC",50
"Business Processing Solutions, LLC",50
BlockFi Inc,50
Consumer Financial Services,50
Southwest Business Corporation,50
"Dakota Financial, LLC",50
Chrysalis Holdings LLC,49
"Propel, Inc.",49
"Collins Asset Group, LLC",49
"Synter Resource Group, LLC.",49
"The Thomas Agency, Inc.",49
"Moss Law Firm, P.C.",49
MiraMed Revenue Group LLC,49
Michael J Adams PC,48
"BCA Financial Services, Inc.",48
Lien Enforcement Inc,48
"Cornerstone Holdings, Inc.",48
"Green & Sons Agency, Inc.",48
"Roosen, Varchetti & Olivier, PLLC",48
Hanwha QCells USA Corp,48
"RGS Financial, Inc.",48
FIRST HOME MORTGAGE CORPORATION,48
"RMS-Recovery Management Services, Inc.",47
PENNSYLVANIA HOUSING FINANCE AGENCY,47
Huntington Debt Holding LLC,47
Smith Debnam Narron Drake Saintsing & Myers LLP,47
Home Point Financial Corporation,47
"Tromberg, Miller, Morris & Partners, PLLC",47
Waterfall Revenue Group,46
Federated Student Loan Services,46
Lincoln Educational Services Corporation,46
Lac Courte Oreilles Financial Services II,46
"APPLE FINANCIAL HOLDINGS, INC.",46
Armada Corp.,46
"United Accounts, Inc.",46
Fidelity Properties Inc.,46
INDEPENDENT BANK CORP.,46
"Loan South Finance & Tax Service of Troy, LLC",46
Merchants Acceptance Corp,45
"PulteGroup, Inc.",45
Kentucky Higher Education Assistance Authority,45
"Greenberg, Grant & Richards Inc.",45
"SANDY SPRING BANCORP, INC.",45
"HOME BANCSHARES, INC.",45
"Consolidated Recovery Group, LLC",45
"APEX Asset Management, LLC",45
"Malen & Associates, p.c.",45
"Wallace Management Company, LLC",44
Modern Adjustment Bureau,44
BUSEY BANK,44
"Nav Technologies, Inc.",44
Sarma,44
"R.T.R. Financial Services, Inc.",44
ACS Education Services,44
"Paradigm Assets, LLC",44
"Kornerstone Credit,  LLC.",44
Oklahoma Student Loan Authority,44
Gatestone & Co. International Inc.,43
SEACOAST BANKING CORPORATION OF FLORIDA,43
"Manhattan Beach Venture, LLC",43
"Denali Capital Holdings, LLC",43
"Global Processing Services, LLC",43
Siggi LLC,43
Credit Glory LLC,43
"Debois, Inc.",42
"Birchwood Credit Services, Inc.",42
Credova Holdings Inc,42
"Dobberstein Law Firm, LLC",42
Turning Point Solutions LLC,42
"Castle Credit Co Holdings, LLC, Chicago, IL Branch",42
FIRST AMERICAN FINANCIAL CORPORATION,42
"Bay Area Receivables, Inc",42
Receivable Solutions LLC,42
"Midwest Loan Services, Inc.",42
Benht: Economic Development Corporation,42
"Esusu, Inc.",42
Sulphur Bank Rancheria Enterprises,42
FB FINANCIAL CORPORATION,42
"Majority USA, LLC",41
"NPAS, Inc.",41
"Finance System of Richmond, Inc.",41
Betterment LLC,41
Kora Financial,41
"Certified Credit Reporting, Inc.",41
"NEXA Mortgage, LLC",41
"URS Holding, LLC",41
"ALEXANDER-ROSE ASSOC, INC.",41
"Thunderbird Collection Specialists, Inc.",41
"Bitstamp USA, Inc.",41
"Receivable Recovery Services, LLC",41
Carmichael & Frost LLC,41
"Ratchford Law Group, P.C.",41
PRONTO FINANCE INC.,41
"CREDIT WORLD SERVICES, INC.",40
COLORADO HOUSING AND FINANCE AUTHORITY,40
Couch Lambert LLC,40
"PACIFIC PREMIER BANCORP, INC.",40
Mediation Recovery Center,40
Nicholas Financial Inc.,40
"Andrews & Cox, P.C.",40
AAA Collections,40
VELO LAW OFFICE,40
Omnipoint Capital,40
FRESNO CREDIT BUREAU,40
"King of Credit Financial, Inc",40
COOLEY ENTERPRISES INC,40
Glacier Bancorp Inc.,40
Gravamen Asset Management Group LLC,40
"Data Search NY, Inc.",39
"Net Pay Advance, Inc.",39
"Credit Bureau of the South, Inc.",39
Amscot Corporation,39
"ULRS, Inc.",39
"OUT TECH, INC.",39
"PLAZA HOME MORTGAGE, INC.",39
"Zarzaur and Schwartz, PC",39
UNITED AUTO ACCEPTANCE,39
XOOM CORPORATION,39
"AA Recovery Solutions, Inc.",39
"American Collection Services, Inc. (OK, TX)",39
"LendKey Technologies, Inc.",39
HoldCo LLC,39
IDAHO CENTRAL CREDIT UNION,39
"B9, Inc.",39
LCS FINANCIAL SERVICES CORPORATION,39
"CHECKredi of Kentucky, LLC",38
"MAS FINANCIAL SERVICES, INC.",38
"Progrexion Holdings, Inc.",38
"NPG Associates, Inc.",38
"Receivables Outsourcing, Inc.",38
SunTx Capital Partners,38
Kirschenbaum & Phillips P.C,38
RELIANCE FIRST CAPITAL LLC,38
Credit Sage LLC,38
"AMERICAN ADJUSTMENT BUREAU,INC.",38
"Revenue Enterprises, LLC",38
"Unisa, Inc",38
"Second Alliance, Inc.",38
Nexum Group Inc,38
"Longbridge Financial, LLC",37
"Recovery Solutions Group, LLC",37
Ready Capital Corporation,37
"Merchants Credit Bureau, Inc.",37
Everest Receivable Services Inc.,37
"United Resource Systems, Inc",37
"INTERCONTINENTAL EXCHANGE, INC.",37
CRED Technologies dba cred.ai,37
"Capital Link Management, LLC",37
PCR Group,37
"Autovest, L.L.C.",37
"GB Collects, LLC",37
"Cash Express, LLC",37
"Credit Service Company, INC",37
"EMCC Holdings, LLC",37
Access Receivables of NC Inc.,37
"BALANCED HEALTHCARE RECEIVABLES, LLC",36
"Scheer, Green & Burke L.P.A.",36
"Axela Technologies, Inc",36
FIRST FINANCIAL BANCORP,36
"DIRECMANAGEMENT, INC.",36
"Valley Collection Service, LLC",36
"The Leviton Law Firm, Ltd.",36
"StellarFinance, Inc.",36
Deutsche Bank,36
"Freeway Funding, Inc.",36
Eaton Group Attorneys LLC,36
Debt Management Incorporated,36
"Gordon, Aylworth & Tami, P.C.",36
"Brightfunders, LLC",36
Kashia Services,36
"Credit Counsel, Inc.",36
"RICHLAND HOLDINGS, INC.",35
"NCD Financial, LLC",35
"STATE BANKSHARES, INC.",35
"Berman & Rabin, P.A.",35
Recovery Management Solutions LLC,35
"Acra Intermediate Holdings, LLC",35
"Silverman Theologou, LLP",35
NATIONWIDE ACCEPTANCE LLC,35
Advance Bureau of Collections,35
"Credit Technologies, Inc.",35
"Second Round Limited Partnership, Austin, TX Branch",35
AMERICAN INTERNET MORTGAGE,35
Global Tel*Link Corporation,35
"Shermeta Law Group, PLLC",35
"TradeStation Group, Inc.",35
"Vengroff Williams, Inc",34
CREDICO. INC,34
Universal Payment Corporation,34
"Cordoba Legal Group, PLLC.",34
"Community Health Investment Company, LLC.",34
"HOPE BANCORP, INC.",34
"Constar Financial Services, LLC",34
Robinson Economic Development Corporation,34
Franklin Credit Management Corporation,34
"MortgagePros, LLC",33
"Todd, Bremer & Lawson, Inc.",33
Royal Pacific Funding Corporation,33
Triton Recovery Group,33
Collection Service of Nevada,33
All Debt Solutions Inc. dba: 1st Class Agency,33
RC Willey,33
KeyBridge Medical Revenue Management,33
"PROVIDENT FINANCIAL SERVICES, INC.",33
Massachusetts Educational Financing Authority,33
KP ASSET CONSULTING LLC,33
MUFG AMERICAS HOLDINGS CORPORATION,33
"National Healthcare Collections, LLC",33
Guglielmo and Associates,33
A&D Mortgage LLC,32
Business & Professional Collection Service Inc,32
Cooling & Winter LLC,32
TOWNEBANK,32
"Heritage Financial Group, Inc.",32
eToro USA LLC,32
PROVIDENT FUNDING ASSOCIATES,32
"Kramer & Frank, P.C.",32
"Account Managers, Inc.",32
"Meade & Associates, Inc.",32
Titanium Funds,32
Renton Collections Inc.,32
"Voss & Klein, LLC",31
Quest Legal Group,31
MISSION FINANCIAL SERVICES CORPORATION,31
"BRite Financial Services, Inc.",31
Mnet Financial Inc,31
"Diaz & Associates, Inc.",31
"Fein, Such, Kahn & Shepard, P.C.",31
Abbott Osborn Jacobs PLC,31
"Southern Oregon Credit Service, Inc.",31
"Midstate Collection Solutions, Inc.",31
Collection Attorneys USA LLC,31
"Paxful Holdings, Inc.",31
"PINNACLE FINANCIAL PARTNERS, INC.",31
"EVERGREEN PROFESSIONAL RECOVERIES, INC.",31
"Adelante, Inc",31
Kubota North America Corporation,31
"Dyck-O'Neal, Inc.",31
InvestiNet LLC,31
TOLEDO FINANCE CORPORATION,31
"Peter Roberts & Associates, Inc.",31
"Capital Mitigation Services, LLC",31
Financial Corporation of America,31
BANCFIRST CORPORATION,31
"FirstCredit, Inc.",31
Merchants Credit Corporation,31
Schreiber Law LLC,30
AMERICAN PACIFIC MORTGAGE,30
Vertical Screen,30
TOWNE MORTGAGE COMPANY,30
"JNR Adjustment Company, Inc",30
MoneySpot USA LLC DBA Sunshine Loans,30
"Receivable Collection Services, LLC",30
"Ascension Point Recovery Services, LLC",30
Marcadis Singer PA,30
"E Mortgage Capital, Inc.",30
"Oasis Legal Finance Holding Company, LLC",30
"Professional Placement Services, LLC",30
"Prog Holdings, Inc.",30
AMERICAN NEIGHBORHOOD MORTGAGE,30
"Arcadia Holdings, LLC",30
Centron Services,30
VIRGINIA HOUSING DEVELOPMENT AUTHORITY,30
U.S. Auto Sales Inc.,30
"AMA Advisors, LLC.",30
MCMC Auto LTD,30
"The Law Firm of Derek Williams, LLC d/b/a Infinite Law Group",29
Apple Financing LLC,29
TSC Accounts Receivable Solutions,29
"Lugano Capital, Inc. d/b/a Start Auto Finance",29
BYL Collection Services,29
"Scratch Financial, Inc.",29
"Consumer Legal Group, P.C.",29
BELMONT FINANCE LLC,29
STANDARD MORTGAGE CORPORATION,29
"DLC, LLC",29
Commonwealth Health Corporation,29
"Creditor's Collection Service, Inc.",29
NCSPLUS INCORPORATED,28
"CAROLINA FINANCE, LLC",28
"United Check Recovery Bureau, Inc.",28
"Ridge & Valley Realty, Inc.",28
"Recovery One, LLC",28
"Credit Bureau of York, Inc.",28
Continental Credit Control,28
Academy Mortgage Corporation,28
"Axiom Acquisition Ventures, LLC",28
"Collection Professionals, Inc. (Macomb, IL)",28
"Clasp Group, Inc.",28
"VIRTUOSO SOURCING GROUP, LLC.",28
"Panorama Mortgage Group, LLC",28
"College Foundation, Inc.",28
"Tri-State Adjustments, Inc.",28
Unlimited Progress Corp,28
Kentucky Housing Corporation,28
"Bilateral Credit Corp, LLC",28
"Slovin & Council Co., L.P.A.",28
OCEANFIRST FINANCIAL CORP.,28
"Dynamic Collectors, Incorporated",28
Texan Credit Corporation,28
Time Investment Corporation,28
"Snap Recovery, Inc.",27
"New Century Auto Sales, Inc.",27
"Stuart-Lippman and Associates, Inc",27
Opportunity Fund,27
Wealthfront Corporation,27
"Augusta Collection Agency, Inc.",27
"Benuck & Rainey, Inc.",27
Statewide Credit Services Corp.,27
"Butler and Associates, PA",27
"Commercial Trade, Inc.",27
Goldcar Lending Inc.,27
Education Principle Foundation,27
CHALLENGE FINANCIAL SERVICES,27
"Palmar, Inc.",27
"Biehl & Biehl, Inc",27
ATLANTIC BAY MORTGAGE GROUP LLC,27
"Valentine and Kebartas, Inc.",27
HIGHER EDUCATION STUDENT ASSISTANCE AUTHORITY (HESAA),27
"Moore Legal Group, LLC",27
"Resurgence Legal Group, PC",27
"Allied International Credit Corp., (US)",26
Agency of Credit Control,26
Professional Receivables Network,26
Oliver Adjustment Co.,26
"C.Tech Collections, Inc.",26
AmWest Funding Corp.,26
"FinFit Holding Co, LLC",26
"BCI FINANCIAL GROUP, INC.",26
"Jacob Law Group, PLLC",26
"NerdWallet, Inc.",26
Robinson & Hoover,26
Professional Collection Service Inc (GA),26
"GMA Investments, LLC",26
"JTM Capital Management, LLC",26
PRANCER CAPITAL CORP,26
"Burke Moore Law Group, LLP",26
Red Target LLC,26
AMERICAN ADVISORS GROUP,26
Markoff Law LLC,26
Financial Asset Management Systems Inc,25
Mar Joe Enterprises,25
Reach Financial LLC,25
"West Coast Servicing, Inc.",25
"Jonathan Neil & Associates, Inc",25
Meritize Financial Inc.,25
"CREDIT CONCEPTS, INC.",25
McKenzie Management LLC,25
Southwest Stage Funding,25
"4M Collections, LLC",25
L.B.Gray LLC A Debt Collection Agency,25
HGREG.com,25
Action Collection Service,25
ALAMEDA MORTGAGE CORPORATION,25
"DCI Credit Services, Inc.",25
Turner Acceptance Corp.,25
"Healthcare Management, LLC",25
PERDUE BRANDON FIELDER COLLINS & MOTT LLP,25
TEXAS HIGHER EDUCATION COORDINATING BOARD,25
"United Funding Logistics, LLC",25
Security National Financial Corp,25
"A-1 Premium Acceptance, Inc.",25
"MPOWER Financing, Public Benefit Corporation",25
90 Day Credit Experts,25
Total Auto Finance,25
Five Lakes Law Group PLLC,25
EA Holdings Corp.,25
"Altisource Portfolio Solutions, S.à r.l.",25
South Mississippi Collection Services Inc.,24
"Certified Solutions, Inc",24
Law Offices of Timothy M. Sullivan,24
"Danco Financial Services, LLC",24
"Makes Cents, Inc. dba Advance.Cash",24
Mendelson Law Firm,24
Overland Bond & Investment Corporation,24
"The LGM Co., Inc.",24
"Muskegon Car Credit, Inc.",24
"Auto Advantage Finance, LLC",24
"CASHCALL, INC.",24
Camino Financial Inc.,24
WESTSTAR MORTGAGE CORPORATION,24
ALPHA MIDCO INC,24
"Hauge Associates, Inc.",24
ACXIOM CORP.,24
"Savvy Money, Inc.",23
Rosenberg & Associates Recovery Services,23
"Access Credit Management, Inc.",23
NATIONS LENDING CORPORATION,23
"SettlementOne Valuation, LLC",23
Fair Capital,23
"Municipal Collections Services, Inc.",23
"Credit Consulting Services, Inc.",23
Paycheck Solutions llc,23
"Top Asset Solutions, LLC",23
"National Auto Lenders, Inc.",23
"Greeting Team, LLC DBA Customer Care Global",23
"Tennessee Credit Management, Inc",23
"AMERINATIONAL COMMUNITY SERVICES, INC.",23
Elite Recovery Group LLC,23
"eMoneyUSA Holdings, LLC",23
Business Financing Corporation,23
"The Sayer Law Group, P.C.",23
"Coast 2 Coast Financial Group, LLC",23
PLAID INC.,23
Capital Collection Management LLC,23
"The Law Offices of Kenosian & Miele, LLP",23
"Business Revenue Systems, Inc.",23
CEX.IO CORP.,23
Revenue Assistance Corporation dba Revenue Group,23
Global Credit & Collection Corporation,23
"DIME COMMUNITY BANCSHARES, INC.",23
Financial Data Systems,23
United Group Inc.,23
"Receivables Performance Management, LLC",23
Flandreau Santee Sioux Tribe,22
Trust Financial LLC,22
"Point Digital Finance, Inc.",22
"Central Mortgage Funding, LLC",22
eMortgage Funding LLC,22
"Keith D. Weiner & Associates Co., L.P.A.",22
RevNow LLC,22
Community Cash Management Corp.,22
"Compass Recovery Group, LLC",22
ASTA FUNDING INC.,22
Team Recovery Inc.,22
COINFLIP LLC,22
DAIMLER TRUCK FINANCIAL SERVICES USA LLC,22
Chainlink Services LLC,22
"Saturn Systems, Inc",22
STATE BANK OF INDIA - NEW YORK BRANCH,22
Thrift Investment Corp.,22
The Capital Good Fund,22
Credit Bureau Services of Iowa Inc.,22
UBS BANK USA,22
"Arena Investors, LP",22
"Schrier, Tolin and Wagman, LLC",22
CALCON MUTUAL MORTGAGE LLC DBA ONETRUST HOME LOANS,22
Volunteer Mortgage Loan Servicing,22
"Applied Business Services, Inc.",22
"Approve Holdings, Inc",22
"Imperial Recovery Consultants, LLC",21
State Home Mortgage,21
"Higher Education Servicing Corporation, Inc.",21
Spring Equity LLC,21
"HarrisLoftus, PLLC",21
"Motolease, LLC",21
"AAS Debt Recovery, Inc.",21
EDvantage LLC,21
"Accounts Management, Inc",21
CHRISTUS HEALTH,21
Lincoln Financial Services,21
"Barrett Financial Group, L.L.C.",21
"E-Backgroundchecks.com, Inc.",21
Airtm Inc.,21
OpenRoad Lending,21
"Big City Finance, LLLP",21
Red River Credit Corporation,21
Midwest Acceptance Corp.,21
"RSH & Associates, LLC",21
INDEPENDENCE HOME LOANS LLC,21
Yes Online Inc,21
National Financial LLC,21
"Crescent City Credit Recovery, Inc.",21
STOCKTON MORTGAGE,21
"Scratch Services, Inc.",21
"BWW Law Group, LLC",21
Dunlap Gardiner LLP,21
"Sessoms & Rogers, P.A.",20
"Wxw Investments, LLC",20
"Professional Choice Recovery, Inc.",20
"Brightwater Capital, LLC",20
Lengenuity LLC,20
Roc Capital Holdings LLC,20
"Tebo Financial Services, Inc.",20
ROYAL UNITED MORTGAGE LLC,20
Zillow Group Inc.,20
"Med-1 Solutions, LLC",20
"Rickart Collection Systems, Inc.",20
"Wildhorse Financial Services, LLC",20
"Credit Management Services, Inc.",20
Paysend US LLC,20
"Southern Financial Systems, Inc.",20
"Commerce Home Mortgage, Inc",20
"CBM Services, Inc.",20
Cactus Jacks Auto Sales,20
Rhode Island Housing and Mortgage Finance Corporation,20
"Concorde Auto Management, LLC  DBA  Concorde Auto Acceptance",20
SET Financial Corporation,20
Partners Financial Services Inc,20
"MSCB, Inc.",20
Recuvery LLC,20
FLORIDA HOME TRUST MORTGAGE,20
Global Consulting Agency LLC,20
"Lotane & Associates, P.A.",20
Veripro Solutions Inc.,20
"Greenlight Financial Technology, Inc",20
"LIVE OAK BANCSHARES, INC.",20
Lela Mae Portfolio Management Group,20
"Coinme Holdings, Inc.",20
"BREMER BANK, NATIONAL ASSOCIATION",20
"O&L LAW GROUP, P.L.",20
ADS Resolve LLC,19
"Lil' Wave Financial, Inc.",19
Everi Payments Inc.,19
Tulsa Adjustment Bureau,19
"HomeTown Lenders, LLC",19
Model Finance Company,19
"Midwest Resale Specialist, Inc.",19
"Northern Trust Company, The",19
Assured Financial LLC,19
"Ragan & Ragan, PC",19
"Rauch-Milliken International, Inc.",19
"BCG Equities, LLC",19
"Collection Management Services, Inc.",19
"Neighborhood Assistance Corporation of America (""NACA"")",19
Pacific Retrieval LLC,19
Fidem Baltimore Holdings LLC,19
"Advantage Collection Professionals, Inc.",19
"Armstrong and Associates, Inc",19
Advantage Financial Service LLC (Idaho),19
Florida Financial Management dba Lend A Dollar,19
"Gold Star Finance, Inc.",19
Island Finance Puerto Rico,19
"Apothaker & Associates, PC",19
Athena Bitcoin Inc,19
"Superior Holdings, LLC",19
"Illinois Collection Service, Inc.",19
CRESCO CAPITAL INC.,19
Circle Internet Financial,19
"Emergent Business Group, Inc.",19
Next Financial Inc. dba Copper,19
FDR Asset USA LTD,18
Bison Bucks Lending,18
"Clarity Debt Resolution, Inc",18
"ROAD Auto Finance, LLC",18
Michael Wayne Investment,18
"BYS, LLC. d/b/a Boost Your Score",18
"FIRST FINANCIAL BANKSHARES, INC.",18
Charleston Area Medical Center,18
Mathew Aaron Holdings Inc.,18
"Ballybunion Enterprises, Inc",18
"INDEPENDENT BANK GROUP, INC.",18
"Long & Foster Financial Services, Inc.",18
"MMG Law Group, PLLC",18
Global Credit Union,18
SmartCredit LLC,18
Titan Revenue Solutions,18
Lenmo Inc,18
"Stallings Financial Group, Inc.",18
"Delta Management Associates, Inc.",18
"Revenue Cycle Associates, Inc.",18
Worth Finance Corporation,18
"Cohn, Goldberg & Deutsch,LLC",18
"Lamont, Hanley & Associates, Inc.",18
"SameDay Auto Finance, LLC",18
"Kehoe Financial Group, LLC",18
"Main Line Recovery Solutions, Inc.",18
"Troy Capital, LLC",18
Recreational Holdings Corp.,18
"NFM, INC",18
"Sherloq Group, Inc",18
TRINITY HOPE ASSOCIATES,18
"TRUHOME SOLUTIONS, LLC",18
"Cash Link USA, LLC",18
KINGS CREDIT SERVICES,18
"FCC Finance, LLC",18
"Caneel Capital, LLC",18
Rocky Mountain Capital Management,18
"Alliance CAS, LLC",18
"RAB, INC.",18
"Clear Recovery, Inc.",18
"Madison Management Services, LLC",18
"Giact Systems, LLC",18
"Eastpoint Recovery Group, Inc",17
"3rd Generation, Inc.",17
Credible Labs Inc.,17
"Taproot Financial, LLC",17
American Finance LLC,17
"Loan Science, LLC",17
Finmax Smart Capital LLC,17
"MILLENNIUM FINANCIAL GROUP, L.L.C.",17
"TAYLOR MORRISON HOME FUNDING, INC.",17
"Protas, Spivok & Collins. LLC",17
"Account Management Services, Inc.",17
"Atlantic Collection Agency, Inc.",17
"INTERNAL CREDIT SYSTEMS, INC",17
Credimatico LLC,17
Cheadle Law Firm,17
"Easy Finance, LLC",17
"HABITAT FOR HUMANITY INTERNATIONAL, INC.",17
"CB1, Inc.",17
"Collection at Law, Inc. A.P.C.",17
Justice Finance Company,17
"Line Financial, PBC",17
SIERRA PACIFIC MORTGAGE,17
"Brennan & Clark, Ltd., LLC",17
"GFS, Inc.",17
"Davis & Jones, LLC",17
"First Service Residential, Nevada, LLC",17
"Tsarouhis Law Group, LLC",17
Mortgage Lenders Investment Trading Corp,17
"Portnoy Schneck, L.L.C.",17
CVB FINANCIAL CORP.,17
"CHACON AUTOS, LTD.",17
"Easier Funding, LLC",17
Allegiant Capital Recovery LLC,17
"Servion, Inc.",17
"Thomas George Associates, Ltd.",17
Quality Loan Service Corporation,17
SHABANA MOTORS,17
SecureNet Loan Services LLC,17
"Flat Branch Mortgage, Inc.",17
Stewart Information Services,17
River Heights Capital LLC,17
"Mountain Run Solutions, LLC",17
"American Credit Bureau, Inc.",17
SCS Credit Corporation,17
United Revenue Collection Service,17
Northwestern Mediation Services,17
Jana Ferrell & Associates LLC,17
GREEN ROAD FINANCE INC.,16
"Ark-La-Tex Financial Services, LLC",16
"INDUSTRIAL AND COMMERCIAL BANK OF CHINA (USA), NATIONAL ASSOCIATION",16
"Yield Solutions Group, LLC",16
Bureau of Accounts Control,16
"Stein Law, P.C.",16
"Zap Solutions, Inc.",16
"Neighborhood Capital Funding, Inc.",16
"Hiday & Ricke, P.A.",16
Groundfloor Finance Inc.,16
"NOVA Financial Holding Company, LLC",16
"Ingenuity RM, LLC",16
"Reimer, Arnovitz, Chernek &Jeffrey Co., LPA",16
"United Consumer Finance, Inc.",16
American Student Assistance,16
Ben Franklin Finance LLC,16
"Credit Center, LLC",16
Ygrene Energy Fund Inc.,16
Olympus1 LLC,16
"Alpine Credit, Inc",16
"South River Mortgage, LLC",16
"De Lage Landen Finance, LLC",16
"Stern Recovery Services, Inc.",16
MITSUBISHI HC CAPITAL (U.S.A.) INC.,16
Stratus Financial LLC,16
Stern & Stern. P.C.,16
U DRIVE ACCEPTANCE CORPORATION,16
HOME ACCEPTANCE CORPORATION,16
"AMALGAMATED TOKEN SERVICES, INC.",16
"Liberty Career Finance, LLC",16
MS SERVICES LLC,16
"HEARTLAND FINANCIAL USA, INC.",16
FMS Inc.,16
CONRAD CREDIT CORPORATION,16
"Medical Recovery Services, LLC",16
"SandP Solutions, Inc.",16
"Line 5, LLC",16
Veem  Inc.,16
Granite Edvance Corporation,16
Green Square Company LLC.,16
Regional Recovery Services,15
Lien Receivables LLC,15
"Chelseamac, LLC dba Briteside Solutions",15
"Michael Harrison, Attorney at Law",15
Enium Capital Group LLC,15
ALLIED MORTGAGE GROUP,15
London & London,15
Evergreen Financial Services Inc.,15
"American Cycle Finance, Inc.",15
ENTERPRISE FINANCIAL SERVICES CORP,15
"NATIONAL ASSET MORTGAGE, LLC",15
"Zebit, Inc.",15
First Credit Corporation,15
"KAHRS LAW OFFICES, PA",15
