company,count
Express Enrollment LLC,6
"WMC MORTGAGE, LLC",6
"New Southern Loans, Inc",6
"Geneva Financial, LLC, Chandler, AZ Branch",6
Gross Polowy LLC,6
Premier Account Management,6
"Caliver Beach Mortgage, LLC",6
Southwest Acceptance Finance Co,6
Interstate Credit Control,5
Supreme Solutions,5
"Galt Financial Solutions, LLC",5
"MCS CLAIMS SERVICES, INC",5
"Credits, Incorporated",5
"Capstone Capital USA, LLC",5
Ascension Recovery Management,5
"Zeus Mortgage, Ltd.",5
Cohn & Dussi LLC,5
Castle Mortgage Corporation dba Excelerate Capital,5
Falls Collection Service Inc.,5
Jupiter PreOwned Sales LLC,5
"RNN Group, Inc",5
"UNITED FIDELITY FUNDING, CORP",5
N26 Inc.,5
Finance of America Mortgage LLC,5
"Morgan & Associates, P.C.",5
"Qualey Law Group, Inc.",5
"CLAYTON AUTOS, INC",5
"Halliday, Watkins & Mann, P.C.",5
Sierra Holdings LLC,5
ATM OPS INC,5
UNITED MORTGAGE CORP,5
"Lend You Cash, Inc",5
Discovery Auto Sales LLC,5
ARTICLE ACCEPTANCE COMPANY,5
"Dolliemac, LLC dba Elite Document Management Solutions",5
"R&R Professional Recovery, Inc.",5
Core Capital Lending LLC,5
"Stephen L. Bruce, P.C.",5
"Leachman Law, P.C.",5
"Rental Kharma, Inc",5
"VERITAS FUNDING, LLC",5
Currencies Direct Inc.,5
Lexington Capital Holdings LTD,5
Hawk Inc,5
"Spero Solutions, Inc.",5
"Choice Money Transfer, Inc.",5
"Bonial & Associates, P.C",5
Innovative Strategic Solutions,5
Federal Trade Commission,5
INTERCONTINENTAL CAPITAL GROUP,5
OCEANSIDE MORTGAGE COMPANY,5
PDQ Check Exchange LC,5
Broward Adjustment Services,5
"Bizcorp, LLC",5
"K. HOVNANIAN AMERICAN MORTGAGE, LLC",5
"ShoulderTap Technologies, Inc. d/b/a Fizz",5
"Jon B. Sage, P.A. dba Sage Law Offices",5
"Collection Bureau of Little Falls, Inc.",5
"SACOR FINANCIAL, INC",5
Medical-Dental-Hospital Bureau of San Antonio,5
NTFN INC.,5
Homespire Mortgage Corp,5
"VERITEX HOLDINGS, INC.",5
Premier Lending Corp,5
"Credit Bureau of Bessemer, Inc",5
General Mortgage Capital Corporation,5
"Ovation Financial Services, LLC",5
"Rapid Investments Holdings, Inc",5
Polk Auto Finance Inc,5
Financial Warranty LLC,5
Texan Financial Services Inc,5
South Carolina Student Loan Corp,5
"Friedman, Framme & Thrush, P.A.",5
"WALLICK AND VOLK, INC",5
Luckmore Finance,5
South East Collection Specialist,5
USA Service Finance LLC,5
Credit Services of Michigan,5
Summit Horizon Financial Services,5
"DSW Carolina, LLC d/b/a Resource Services",5
Moon Inc.,5
"Go Companies, LLC",5
Capital Servicing Group,5
"HARBORONE MORTGAGE, LLC",5
AmNet ESOP Corporation,5
"ADVISORS MORTGAGE GROUP, LLC",5
SSRM,5
"Bessine Walterbach, LLP",5
"CAPITAL RESOURCE MANAGEMENT, INC.",5
"Bayside Recovery Services, Inc.",5
"Direct Mortgage Loans, LLC",5
"Mid-Atlantic Solutions Holdings, LLC",5
"PASCO, Inc",5
Amigos Préstamos,5
Helbing Law Group,5
"Simpson Law Firm, P.A.",5
CONTRACT RESOLVE GROUP LLC,5
Smith & Smith Investors LTD,5
"Central Professional Services, Inc.",5
DEBT CREDIT SERVICES,5
"Independent Recovery Resources, Inc.",5
"3G+1, Inc. dba California Auto Finance",5
Revenued LLC,5
"Apex Funding Group, Inc.",5
C2 Financial Corporation,5
Dodge Enterprises Inc.,5
Hawes Klein LLC,5
"RN Financial, LLC",5
Secure One Financial Inc.,5
"Williams, Alexander & Associates, Inc",5
Earm LLC,5
"First Southwestern Financial Services, LLC",5
EdAid Limited,5
Action Finance Inc.,5
Local Finance LLC,5
Lake City Credit,5
APPLE RECOVERY SERVICES CORP,5
INTERFIRST MORTGAGE COMPANY,5
Allies for Community Business,5
Law Office of Linda Strumpf,5
"M & S FUNDING, INC.",5
MORTGAGE INVESTORS GROUP,5
"Winona Holdings, Inc.",5
"Pomelo International, Inc",5
SBG Financial,5
"Temple View Capital Funding, LP",5
MEGASTAR FINANCIAL CORP,5
Edward F Bukaty III,5
Nala Payments LLC,5
"STL HOLDING COMPANY, LLC",5
"Professional Credit Analysts of MN, Inc.",5
The Law Firm of Krisor & Associates,5
Bell Global Solutions LLC,5
"MORTGAGE CENTER, LC",5
"DynaGen Lending, LLC",5
"Omnex Group, Inc.",5
Lending Tower LLC,5
SAMUEL I WHITE PC,5
Panamerican Consulting,5
"Inter & Co Payments, Inc.",5
Get Financed LLC,5
RRD Financial LLC,5
"Smith Carroad Wan & Parikh, P.C.",5
RMA Credit Association,5
"Dirick, Inc.",5
Grimley Financial Corporation,5
SOLERA LLC,5
"Central Credit Audit, Inc.",5
"CCB Credit Serivces, Inc",5
NERD SOLUTIONS INC,5
"Consolidated Management Group, LLC",5
"James E. Albertelli, P.A., a Florida professional association",5
Law Office of Harris & Zide,5
Century Debt Solutions Inc.,5
Richard Stone & Associates,5
HOMEOWNERS FINANCIAL GROUP USA,5
"Buffaloe & Associates, PLC",5
"Sykes,Bourdon,Ahern & Levy, P.C.",5
Cambrian Group,5
Ceannate,5
"Glennon Law Firm, LLC",5
Sierra Credit Corp,5
Evident Capital LLC,5
"Francy Law Firm, P.C.",5
"Innovative Collections, LLC",5
"SF-ALP, LLC",5
Montgomery County Credit Bureau,5
Asset Complaint Solutions,5
Tan Oak Financial,5
"Consolidated Auto Sales, Inc.",5
"CU Alliance, LLC",5
"Gusdorf Law Firm, LLC",5
"State Cap Auto Finance, Inc",5
Commercial Credit Counseling Services Inc.,5
Olson Associates PC,5
UNIVERSAL ACCOUNTS LLC,5
Mintex Inc.,5
"JP RECOVERY SERVICES, INC.",5
Apex Mortgage LLC,5
"MORTGAGE FIRM, INC., THE",5
"Account Control Technology, Inc.",5
"The Grogan Law Group, LLC",5
Four Directions Lending LLC,5
REGAL CREDIT CORPORATION,5
Hans Capital Group dba H&L Automotive Financial Services,5
Lowcountry Credit Inc.,5
"PALOMAR ENTERPRISES, LLC",5
REVERSE MORTGAGE INVESTMENT TR,5
Orange Tree Holdings LLC,5
Williston Financial Group,5
Accurate Financial Services,5
Ray Skillman GMC Truck Inc,5
DallasAutos4Less,5
HALLMARK HOME MORTGAGE LLC,5
D.B.F. COLLECTION CORP.,5
"MOUNTAIN WEST FINANCIAL, INC.",5
California Accounts Service,5
"Allied Recovery Solutions, Inc.",5
"Money Services, Inc., d/b/a Texoma Finance",5
"Neighborhoods United, LLC",5
Coconut Funding Corporation,5
Harris Beach PLLC,5
"JP Jensen Collections, LLC",5
Samuel Whitaker & Associates LLC,5
"WILSON & ASSOCIATES, PLLC",5
Capitol Loans,5
"CICA Collection Agency, Inc.",5
"PROFICIO FINANCIAL SERVICES, LLC",5
"Asset Management Outsourcing, Inc.",5
Choice Mtg INC.,5
Intercoastal Mortgage LLC,5
"Rossi Law Offices, Ltd",5
"The Law Offices of Gregory Alexandrides, LLC",5
"Norwich Commercial Group, Inc.",5
"Fidelity Direct Mortgage, LLC",4
Town Financial Corporation,4
TCN Inc,4
"Rapid Collection Systems, Inc.",4
West Realm Shires Services Inc.,4
"Plastyc, Inc.",4
Dependable Debt Recovery,4
Orbita Asset Purchasing,4
Dankos Gordon & Tucker PC,4
"Skagit Bonded Collectors, LLC",4
CREDIGY USA CORP.,4
VETERIS CAPITAL LLC,4
Auto Credit of Southern Ilinois,4
Karwaala Inc,4
Miller Davis & Peoples,4
"Van Horn Automotive Group, Inc.",4
Prime Choice Funding Inc.,4
Solidus Group LLC.,4
"Figliola & Romano, LLC",4
"AutoStar Finance, Inc - D/B/A Atlanta AutoStar",4
Auto Finance Center,4
The Shindler Law Firm,4
"Revenue Collection Bureau, Inc.",4
South West Recovery Inc (CA),4
"Sterling & Associates, LLC",4
Common Wealth Mortgage Services,4
"Weinstein, Karp & Associates, Inc.",4
Oak Tree Financial Inc.,4
RLB Texas Auto Center LLC,4
"Great Marten Holdings, Inc.",4
"Medical Debt Resolution, Inc. dba RIP Medical Debt",4
Credit Bureau of Northern California Collections Services Inc,4
"DOUGLAS, KNIGHT & ASSOCIATES, INC.",4
"Prober & Raphael, A Law Corporation",4
Utah Billing & Recovery Services,4
"Alperstein and Associates, LLC",4
"Empire Home Loans, Inc.",4
"UNITED ONE RESOURCES, INC.",4
FNZ WMS HOLDCO LLC,4
Mechoopda Indian Tribe of Chico Rancheria,4
Burke Costanza & Carberry LLP,4
"Auto Credit Corporation of Jonesboro, iNC.",4
"1 Auto Finance, Inc.",4
"Suncoast Financial Group, LLC",4
Pinnacle Finance LLC,4
Gotmortgage.com,4
Ray Skillman Ford Inc,4
ATLANTIC PACIFIC MORTGAGE CORP,4
Centralized Business Solutions Company,4
Southwest Law Offices PC,4
"Garner & Conner, PLLC",4
Accelerated Servicing Group LLC,4
ReliaMax Holding Company,4
Checkbook Inc,4
"Rolfe & Lobello, P.A.",4
ASAP Credit Repair,4
"CRC Holding, LLC",4
Midwestern Health Management INC,4
"AMERIPRISE BANK, FSB",4
Fusion Auto Finance,4
"Richard Sokoloff, Attorney At Law",4
Logan Finance Corporation,4
The Collection Analyst Incorporated,4
Collections Inc,4
"Advantage One Credit, LLC",4
City Select Auto Sales,4
Physicians & Dentists Credit Bureau,4
"CREDIT BUREAU OF BISMARCK, INC.",4
"EZCORP, INC.",4
"AutoCred, Inc.",4
Debt Freedom Attorneys,4
Ivy Street Development Corp.,4
"Leopold & Associates, LLC",4
Helm Associates,4
Escrow Inc,4
"Leap Credit, LLC",4
Imperial Finance Corp,4
"NOTE SERVICING CENTER, INC.",4
"Credit Adjustment Services of Harrisburg, Inc",4
"Epn, Inc.",4
LT17 Services LLC,4
"Accounts Receivables, Inc. (FL)",4
"American Consumer Credit Counseling, Inc.",4
COMPUTER SCIENCES CORPORATION,4
"GUIDANCE RESIDENTIAL, LLC",4
Anytime Cash Solutions LLC,4
"Puerto Rico Consumer Debt Management Co., Inc.",4
"Hall & Ludlam, PLLC",4
"UPSTATE PREMIER MORTGAGE, INC",4
"International Collection Systems, Inc.",4
"ITALBANK INTERNATIONAL, INC.",4
"Hunt & Kahn, P.A.",4
"Veristone Mortgage, LLC",4
Credit Reporting Services LLC,4
PIKE CREEK MORTGAGE SERVICES,4
"West Bay Leasing Services, LLC",4
American Reporting Company,4
Car Credit Inc,4
"Bright Side Loans, LLC",4
"Carchoice of Memphis, Inc.",4
"AR Audit Services, Inc",4
BAS Receivable Management Inc.,4
Bank of China USA,4
"Convergence Acquisitions, LLC",4
"Pinnacle Financial Group, Inc.",4
Nations Mortgage LLC,4
Roberts Markel Weinberg Butler Hailey PC,4
Olympus Lending LLC,4
"Regional Acquisition Group, Inc.",4
"Neiman, Stone & McCormick , P.C.",4
"RevMD Partners, LLC.",4
"Groves Capital, Inc.",4
Obligo Inc.,4
"REPORTS, INC.",4
Eastern Asset Services LLC,4
Skyline Financial Corp.,4
"Dana & Pariser Co.,L.P.A.",4
"MILEND, INC.",4
"Total Recovery Services, Inc",4
"Hogan Capital II, LLC",4
"MCCABE, TROTTER & BEVERLY, PC",4
"Central Kentucky Management Services, Inc",4
Arapahoe Motors,4
"Asset Maximization Group, Inc.",4
"OTR Fund I, LLC",4
"Boek, Inc.",4
"Delta Management Group, Inc.",4
STIFEL FINANCIAL CORP.,4
"Helping Hand Financial, Inc",4
Master Finance Company,4
Credit Bureau of Carbon County,4
"Consolidated Credit Solutions, Inc.",4
"Sonnek & Goldblatt, Ltd.",4
Wyoming Credit Association,4
"HUELSON LAW FIRM, LLC",4
"Rubin Lublin, LLC",4
First Colony Mortgage Corp.,4
"Clear Mortgage Capital, Inc.",4
Beacon Funding Corporation,4
Benworth Capital Partners LLC,4
United Financial Service,4
"General Information Services, Inc",4
"Uptain Group, Inc.",4
Legal Logix Inc.,4
MCLEAN MORTGAGE CORPORATION,4
"United First, LLC",4
"OPT-OUT SERVICES, LLC",4
"RCS Recovery Services, LLC",4
CONST LLC,4
"CMM Finance, Inc.",4
"Healthcare Collection Specialists, Inc.",4
Nevada Professional Collections Texas,4
Allied Enrollment Centers LLC,4
"Tpls, Inc dba Auto Master",4
"CCI Financial, Inc",4
"RUPP AND ASSOCIATES, INC.",4
Coast to Coast Commercial Collection,4
Nae-Mo Corp dba Matthews & Michaels,4
"The McHughes Law Firm, LLC",4
"Thaddeus Bechtle Attorney at Law, LPC",4
Ray Skillman Northeast Buick GMC Truck Inc,4
"Modern Mortgage Financial, LLC",4
INSPERITY INC,4
"Merrick, Costello & Walsh, LLC.",4
"Protocol Recovery Service, Inc.",4
First Commonwealth Mortgage Corp.,4
"1ST RESULTS BILLINGS & COLLECTIONS, INC.",4
Lakeside Recovery Solutions,4
LOAN TO LEARN,4
Integras Capital Recovery LLC,4
High Mountain Funding Inc.,4
Blackwater Capital Group LLC.,4
"Nu World Title, LLC",4
"Action Professionals, Inc.",4
Money Tree Lending,4
FIRST GUARANTY MORTGAGE CORP,4
"FlexPath Capital, Inc",4
American Credit - Credit Repair Centers,4
Receivable Recovery Partners LLC,4
"Finular Group, Inc.",4
LAW OFFICE OF JOHN E. LINDNER P.A.,4
"Smith, Cohen & Rosenberg LLC",4
FIRST CONTINENTAL MORTGAGE LTD,4
ACCOUNTS ADVOCATE AGENCY,4
"JAN (LendUSA) Holdings, Inc.",4
CHN Housing Partners,4
Liberty Debt Relief LLC,4
Southern Credit LLC,4
"Barrett Motors, Inc.",4
"Diaz Anselmo Lindberg, P.A.",4
"Recheck, Inc",4
DIXIE FINANCE COMPANY,4
"Adela, Inc",4
Allied Union Group Inc,4
"Resolve Partners, LLC",4
"K STREET FINANCE, INC.",4
"Probate Advance Holdco, LLC",4
"Charlottesville Bureau of Credits, Inc",4
Westhill Financial,4
"Ogden Holdings, LLC",4
"M. Richard Epps, P.C.",4
"Payday Motors, Inc.",4
"United We Collect, Inc.",4
CFM Group LLC,4
Coast Acceptance Corporation,4
MEGA CAPITAL FUNDING INC.,4
HomeXpress Mortgage Corp.,4
"Standard Financial of Louisiana, LLC",4
"Globe Acceptance, Inc.",4
ACCESS LOAN COMPANY,4
"River City Finance Co., Inc.",4
"Financial Service Center of Ohio, LLC",4
Pendleton & Sutton LLC,4
Accudata Credit Systems LLC,4
VeriScreen Inc.,4
BOC Capital Corp.,4
Consumer Real Estate Finance Co.,4
"Mid-Minnesota Management Services, Inc.",4
"Driver Holdings, LLC",4
"FinanceCo of Kansas, Inc",4
Foreman Financial Inc.,4
Tarpon Financial Corporation,4
Motormax Financial Services Inc.,4
Meadowbrook Financial Mortgage Bankers Corp.,4
"Cliff's Finance Co., Inc.",4
FORTIFI FUNDING III LLC,4
"Lost Lake Finance, LLC",4
NAM National Arbitration and Mediation,4
"Action Credit, LLC",4
"BTS Motors, LLC",4
"Del Toro Loan Servicing, Inc",4
Credit Lending Services Inc.,4
Law Offices of Les Zieve,4
"Total Financial Services, Inc",4
Data Check of America LLC,4
"Bass & Associates, P.C., Attorneys at Law",4
Kiwi Financial Inc.,4
NORTHERN OHIO INVESTMENT COMPANY,4
"Specified Credit Association, Inc.",4
"Nationwide Title Clearing, Inc.",4
"Account Recovery Services, Inc.",4
Professional Service Bureau,4
"The Barton Law Group, LLC",4
"Credit Bureau of Canyon, Inc",4
Assent Inc.,4
Ocean Lending Home Loans,4
"Works & Lentz, Inc",4
"CoinZoom, Inc.",4
Diversified Acceptance Corporation,4
"Lendgo, Inc.",3
"Alliance Consumer Solutions, Inc",3
Angel Oak Mortgage Solutions LLC,3
"Breit & Boomsma, P.C.",3
"National Medical Administrators, Inc",3
"Credit Associates, Inc. (MO)",3
"Life Line Billing Systems, LLC",3
"Credit Service of Logan, Inc.",3
Heights Finance LLC,3
DAS Inc,3
A-1 Payday Loans and Title Loan Referral Inc.,3
"Good Funding, LLC",3
Law Offices of Alan J. Waintraub PLLC,3
"Komyatte & Casbon, P.C.",3
Williams Kastner & Gibbs PLLC,3
CUSO Home Lending,3
Atlas Collections Inc. (of New Castle),3
Ok Finance Group INC,3
"Hillcrest Capital, LLC",3
Sierra Collections and Consulting LLC,3
GEM Financial,3
Watercress Financial Group LLC,3
Mortgage Connect LP,3
"Central Service Bureau, Inc.",3
College Loan Corporation,3
"Kopp Collection Service, Inc.",3
"Crimcheck Holdings, LLC",3
"Quantum3 Group, LLC",3
Stream Innovations Inc.,3
DRIVE NOW AUTO CREDIT COMPANY INC,3
No Limits Access,3
"Professional Mitigation Services, Inc",3
LRS Mediations Group,3
"Duke Capital, LLC",3
David Fogel P.C.,3
BAY VALLEY MORTGAGE GROUP,3
"Executive Credit Management, Inc",3
"MortgageOne, Inc.",3
"Quantum Financial, Inc.",3
EZ FUNDINGS Inc.,3
"Moody, Jones & Ingino, P.A",3
"The Law Offices of Bradley Kim Thomas ii, LLC",3
"Global Asset Management Group, Inc.",3
"Hidden Oak Group, Inc.",3
"ANSELL GRIMM & AARON, P.C.",3
"Elite Financial Services, Inc (MA)",3
CAP Management Company,3
Accounts Interchange Group LLC,3
"HFG Holdings, Inc.",3
"Priority 1 Lending, LLC",3
"Anchor Financial, Inc.",3
JLO Ventures LLC dba Car By U,3
"Virtual Assets, LLC",3
St.John Cobb Inc,3
EMPIRE MEDIATION SERVICES LLC,3
CarPutty Inc.,3
People Trust,3
"The Rickel Law Firm, P.C.",3
ROCKY MOUNTAIN MORTGAGE COMPANY,3
"Hebrew Free Loan Society, Inc.",3
GERSHMAN INVESTMENT CORPORATION,3
Law Offices of Gary A Bemis APC,3
First Collections Inc,3
"Century Credit & Collections, LLC",3
OPEN MORTGAGE LLC,3
ACOPIA CAPITAL GROUP,3
"Allison L. Friedman, P.A.",3
"Aspen Properties Group, LLC",3
Cars America Inc.,3
River Financial Inc.,3
Personal Finance Center,3
Magnum Association Services,3
"Old Dominion Mortgage Co., Inc",3
Graduate Resource Network,3
TIDEWATER MORTGAGE SERVICES,3
Pier Special Opportunities Fund LP,3
Rhode Island Student Loan Authority,3
"Cascade Creditors Service, llc",3
APLUS INSTACASH LLC dba A+ FINANCE,3
Credit One LLC,3
Olympic Collection Inc.,3
"AccessOne  Holdings, Inc.",3
Allied Servicing Corporation,3
"PASSAGE HEALTH INTERNATIONAL HOLDINGS, INC.",3
Castle and Cookie Mortgage LLC,3
"Credit Service of Central Washington, Inc.",3
Receivables Management Associates,3
"PayNearMe MT, Inc.",3
"Coastal Finance Company, Inc.",3
"GMS Holdings, Inc.",3
"CreditGUARD of America, Inc.",3
Key Mortgage Services,3
Reese Law Group,3
"Peoples Home Equity, Inc.",3
"Kuber Financial, LLC",3
"Nationwide Loan Consultants and Advisors, LLC",3
AMERICAN PORTIFOLIO MORTGAGE,3
Ray Skillman Chevrolet Inc,3
Absolute Home Mortgage Corporation,3
F5 Mortgage LLC,3
AMERICAN ARMED FORCES MUTUAL AID ASSOCIATION,3
"Cronheim & Larsson, LLC",3
SilverLake Financial LLC,3
REDEMPTION FINANCIAL SERVICES LLC dba NATIONAL AUTO ACCEPTANCE,3
Novation Inheritance LLC,3
The Dunning Law Firm APC,3
Collection Solutions Inc.,3
Century First Credit Solutions,3
Top Flight Assistance (Top Flight Credit Assistance),3
MID-ISLAND MORTGAGE CORP.,3
"FAST AND FAIR COLLECTION SOLUTIONS, LLC",3
GENWORTH FINANCIAL INC.,3
"LAKELAND BANCORP, INC.",3
Capstone Private Mortgage Holdings Limited,3
STEWARD FINANCIAL SERVICES LLC,3
"Fendelman & Associates, LLC",3
Cress Law Group PC,3
Payday America Inc.,3
Account Information Management Corporation,3
"Credit Service, Inc",3
B&B Hold Corp.,3
IOWA BANKERS MORTGAGE CORPORATION,3
First Atlantic Auto Credit LLC,3
TheTenn Inc.,3
Cardinal Branch,3
"Grand Canyon Title, Agency, Inc.",3
"Consumer Credit Counseling Foundation, Inc.",3
"WAMM Sales, LLC d/b/a Auto Simple",3
GVC MORTGAGE,3
Higher Level Processing,3
GOLDEN EMPIRE MORTGAGE INCORPORATED,3
"Complete Care, Inc.",3
NATIONWIDE EQUITIES CORP,3
Massachusetts Housing Finance Agency (MassHousing),3
"Welcome Finance Company, Inc",3
MDG USA Inc.,3
Accessity,3
LAW OFFICE OF HALL AND ASSOCIATES,3
Affiliates Management Company,3
"OSG Group Holdings, Inc.",3
"Genesis Recovery Services, Inc.",3
New Start Financial,3
Global Credit Solutions LLC,3
"Goldman Asset Services, INC",3
Ascend One Corporation,3
"Capital For Change, Inc.",3
Dealer Finance of Western Kentucky,3
"MCCUE MORTGAGE COMPANY, THE",3
"Zo Financial, Inc.",3
"Chicago Car Center, Inc.",3
CREDIT MANAGEMENT CORPORATION,3
North Idaho Credit Corporation,3
"NY Community Financial, LLC",3
Pioneer Capital Solutions Inc,3
EF CORPORATE HOLDINGS LLC,3
"Cogent Road, Inc.",3
Peoples Credit Inc.,3
Recovery Ace Inc,3
Complete Professional Recovery LLC,3
Mortgage Origination Holdings LLC,3
AMERICAN SECURITY MORTGAGE CORPORATION,3
Bubba Hill Auto Plaza Inc,3
Neighborhood Housing Services of NYC,3
"One Technologies, LP",3
"The Check Cashing Place, Inc.",3
Extreme Loans LLC,3
Hatfield Portfolio Group LLC.,3
"Consumer Credit Services, LLC",3
"Mezu, Inc",3
"Newman, Mathis, Brady & Spedale",3
"NQM Funding, LLC",3
"ROC Asset Solutions, LLC",3
GENTRY FINANCE CORPORATION,3
"PayZen, Inc.",3
Capital Core Advisors LLC,3
"Portfolio Investment Exchange, Inc.",3
"Ashton & Weinberg, Inc.",3
"Evans & Mullinix, PA",3
"ARL Credit Services, Inc.",3
Sol Acceptance,3
Darnieder & Sosnay,3
"Chambless, Math, Carr, P.C.",3
National Investigative Services,3
"Rogers, Morris & Ziegler, LLP",3
Sandalwood Solutions,3
"MarkOne Holdings, LLC",3
"Filo Mortgage, L.L.C.",3
"Aequitas Capital Opportunities Fund, LP",3
"FBC MORTGAGE, LLC",3
"G&L Wise Financial, Inc.",3
"Fairway Holdings, LLC",3
Profit Services Group,3
Ready Finance LLC,3
"GENERAL BUSINESS RECOVERIES, INC.",3
"Elite Portfolio Management, LLC",3
"Campus Student Funding, LLC",3
First Reliance Holdings LLC,3
"Blake Enterprises, LLC",3
"C & S Associates, Inc. dba NCS Credit",3
"EMI Equity Mortgage, Inc.",3
"MLB Residential Lending, LLC",3
"Pacific Home Loans, Inc",3
Alvamar Financial,3
"GreenSky, LLC",3
PRA LAW FIRM,3
"American Capital Enterprises, Inc.",3
"Creditmax Collection Agency, Inc. d/b/a Creditmax, Inc.",3
Digital Currency Group Inc,3
Stream Auto Outlet,3
Woodlands Financial Services Inc,3
EVERCOMMERCE SOLUTIONS INC.,3
"Commercial Credit, Inc.",3
North Capital Recovery Services,3
"C&I Financial, Inc.",3
"Medical Debt Recovery, Inc.",3
"Stewart, Zlimen & Jungers, Attorneys, Ltd.",3
"Sokaogon Finance, Inc.",3
TOC Financial DBA Mi Gente,3
Alliance Acceptance Corp.,3
"Northern Arizona Credit, Inc.",3
"Acquired Assets, Ltd.",3
New Mexico Educational Assistance Foundation,3
Highline Automotive Inc.,3
Catalyst Mortgage Inc.,3
Strategic Dealer Services,3
Lexington Mortgage Corporation,3
"Creekside Finance, Inc.",3
"Small & Small, Attorneys PLLC",3
Financial Recovery Group,3
"Jon D. Curtis, Attorney at Law",3
ZARVAD III S.A.,3
"Estate Information Services, LLC",3
TAMMAC HOLDINGS CORP,3
"American Enterprises International, Inc.",3
NowackHoward LLC,3
Diamond Advances LLC,3
"Inter-Cambio Express, Inc.",3
"Creditors Financial Services, LLC",3
"Insta-Credit Auto Mart, Inc. dba InstaCredit Automart",3
Apex Processing,3
"Money Transfer Acquisition, Inc.",3
Madison Atrina LLC,3
"Seidberg Law Offices, P.C.",3
"Delphi Law Group, LLP",3
Turbo Debt LLC,3
"Curfin Holding Company, Inc",3
Brother Loan & Finance Co.,3
"American Collection Systems, Inc. (OH)",3
Moiharwin Diverisfied Corporation,3
"Concentric Receivables Management, Ltd.",3
"SOFTGATE SYSTEMS, INC.",3
"Joseph M. Tobin, PC",3
LYON SERVICES CORPORATION,3
Benjamin Chaise Recovery Services LLC.,3
Lockhart Mediation Services,3
"Dunn Law, P.A.",3
"City First Mortgage Services, LLC.",3
TRG Auto Finance LLC,3
"Rainier Financial Group, LLC",3
"Sperlonga Data & Analytics Systems, LLC",3
J. Ritter Law P.C.,3
InstaMortgage Inc.,3
"Robert L. Tankel, P.A.",3
"New Horizons Finance Company, Inc",3
MNS & Associates LLC,3
"Law Offices of Timothy E. Baxter & Associates, P.C.",3
PARK NATIONAL CORPORATION,3
Scoutlogic Inc.,3
"Blue Front Financial, LLC d/b/a Ladder Loans",3
PLACID NK CORPORATION,3
"PRIORITY HOME MORTGAGE, L.P.",3
Paul Michael Marketing Service,3
"Thrivepoint Financial Holdings, Inc.",3
"Wagner Financial Services, Inc.",3
Law Offices of Goldsmith & Hull A.P.C.,3
Arative Technologies LLC  (Bancoli),3
"DK, Consulting, Inc dba Huntington Financial Services",3
STERLING BANCORP,3
River City Mortgage LLC,3
EarnUp Inc.,3
Win-Win LLC,3
Altitude Community Law P.C.,3
"Validify, LLC",3
"CENTENNIAL LENDING, LLC",3
FUTURE FINANCE COMPANY,3
"H & S Financial, Inc.",3
"Lake Area Collections, LLC",3
"ONE REVERSE MORTGAGE, LLC",3
General Collection Co.,3
"Quad Corporation, Inc.",3
Prodebtco LLC,3
Armed Forces Loans of Nevada Inc.,3
"The Winn Brown Law Firm, LLC",3
"Wasserstein, P.A.",3
Safe Harbor Funding LLC,2
Scherr & McClure,2
"Castle Rock Mortgage, LLC",2
TOWN & COUNTRY ACCEPTANCE CORPORATION,2
"Wetherington Hamilton, P.A.",2
Revol Collections Ltd,2
"Nevada Credico, Inc.",2
"Darnel Quick Recovery, Inc.",2
Premier Auto Finance of South Florida,2
"Global Equity Finance, Inc.",2
"Rushmore Service Center, LLC",2
AML Funding LLC,2
"Norman & Associates, Inc.",2
Nelson Automotive Finance,2
"Brightside Benefit, Inc.",2
"Revenue Systems, Inc.",2
Kadent Corporation,2
Retl Mnanagement LLC,2
Apex Resolution Group LLC,2
"Livingston Financial, LLC",2
SECURITY HOME MORTGAGE,2
"C&H INVESTMENTS, INC.",2
"Alco Capital Group, LLC",2
"Carmen V. Porreca, P.C.",2
"Bakkt Opco Holdings, LLC",2
Meredian Inc,2
RK Chevrolet Subaru,2
Courtney & Camp,2
www.TrustScience.com USA Inc.,2
Total Finance AC LLC,2
Beacon Recovery Group LLC,2
"Student Debt USA, LLC",2
TTM GLOBAL ENTERPRISES LLC,2
"PMGI, LLC",2
"First Mile Group, Inc.",2
"PrimeLine Capital, Inc.",2
"Rock Solid Funding, LLC",2
"Hexagon Collection Services, LLC",2
"Financiera Campeon, LLC dba Champion Equipment Finance",2
"Sky Blue Financial Services, Inc.",2
Northbrook and Associates,2
"Homeland Financial Network, Inc.",2
MLD MORTGAGE INC,2
"American Elite Recovery, LLC",2
"America's Moneyline, Inc.",2
ALLIED SECURITY LLC,2
"BYTE FEDERAL, INC.",2
"BAYSHORE MORTGAGE FUNDING, LLC",2
Bank of Baroda - New York Branch,2
SOUTHERN TRUST MORTGAGE LLC,2
"First Recovery Solutions, Inc.",2
Customer Service Mortgage Corporation,2
Affiliated Management Services,2
"Hello Digit, LLC",2
"Health Services Asset Management, LLC.",2
"Northern Alliance Management, LLC",2
DK Auto LLC,2
Law Office Of Steven D. Silverstein,2
"TSG Collections, LLC",2
EZ Financing Inc,2
Loan Garden LLC,2
College Guidance Resources  LLC,2
Broadway Advance LLC,2
"Eagle Rentals, Inc",2
Taekus Inc,2
Douglass & Associates Co. LPA,2
